Data;4389 - Taxa de juros - CDI anualizada base 252 - % a.a.
02/01/1995;48,61
03/01/1995;50,12
04/01/1995;49,74
05/01/1995;48,74
06/01/1995;48,24
09/01/1995;48,11
10/01/1995;48,11
11/01/1995;46,63
12/01/1995;47,12
13/01/1995;47,37
16/01/1995;47,37
17/01/1995;47,37
18/01/1995;47,37
19/01/1995;47,62
20/01/1995;47,12
23/01/1995;47,12
24/01/1995;46,51
25/01/1995;46,26
26/01/1995;45,89
27/01/1995;45,77
30/01/1995;46,02
31/01/1995;56,67
01/02/1995;56,54
02/02/1995;56,54
03/02/1995;56,67
06/02/1995;56,94
07/02/1995;56,94
08/02/1995;56,81
09/02/1995;56,94
10/02/1995;57,07
13/02/1995;57,33
14/02/1995;57,20
15/02/1995;57,07
16/02/1995;57,33
17/02/1995;57,33
20/02/1995;57,33
21/02/1995;57,33
22/02/1995;57,33
23/02/1995;57,33
24/02/1995;42,51
01/03/1995;42,27
02/03/1995;42,27
03/03/1995;42,39
06/03/1995;42,51
07/03/1995;42,63
08/03/1995;42,99
09/03/1995;43,23
10/03/1995;87,30
13/03/1995;69,66
14/03/1995;66,84
15/03/1995;66,42
16/03/1995;66,42
17/03/1995;66,42
20/03/1995;66,28
21/03/1995;66,28
22/03/1995;66,14
23/03/1995;66,14
24/03/1995;66,14
27/03/1995;66,14
28/03/1995;66,28
29/03/1995;66,28
30/03/1995;66,14
31/03/1995;85,43
03/04/1995;85,74
04/04/1995;85,74
05/04/1995;85,74
06/04/1995;85,74
07/04/1995;85,74
10/04/1995;86,05
11/04/1995;86,99
12/04/1995;87,14
17/04/1995;86,99
18/04/1995;86,52
19/04/1995;86,20
20/04/1995;85,89
24/04/1995;85,89
25/04/1995;85,74
26/04/1995;85,74
27/04/1995;85,74
28/04/1995;61,34
02/05/1995;61,48
03/05/1995;62,29
04/05/1995;62,15
05/05/1995;61,75
08/05/1995;61,75
09/05/1995;62,02
10/05/1995;62,02
11/05/1995;61,88
12/05/1995;61,75
15/05/1995;61,61
16/05/1995;61,34
17/05/1995;61,21
18/05/1995;61,07
19/05/1995;61,07
22/05/1995;61,07
23/05/1995;61,07
24/05/1995;61,34
25/05/1995;61,07
26/05/1995;61,07
29/05/1995;60,94
30/05/1995;60,94
31/05/1995;60,94
01/06/1995;60,94
02/06/1995;60,94
05/06/1995;60,94
06/06/1995;60,94
07/06/1995;61,21
08/06/1995;61,07
09/06/1995;61,07
12/06/1995;61,07
13/06/1995;61,07
14/06/1995;61,07
16/06/1995;61,07
19/06/1995;61,07
20/06/1995;60,94
21/06/1995;60,94
22/06/1995;60,94
23/06/1995;61,07
26/06/1995;61,07
27/06/1995;61,07
28/06/1995;61,07
29/06/1995;61,07
30/06/1995;60,94
03/07/1995;60,94
04/07/1995;60,94
05/07/1995;60,94
06/07/1995;60,94
07/07/1995;60,94
10/07/1995;60,94
11/07/1995;60,94
12/07/1995;60,80
13/07/1995;60,80
14/07/1995;60,67
17/07/1995;60,67
18/07/1995;60,53
19/07/1995;60,53
20/07/1995;60,53
21/07/1995;60,53
24/07/1995;60,53
25/07/1995;60,40
26/07/1995;60,40
27/07/1995;60,40
28/07/1995;60,40
31/07/1995;52,14
01/08/1995;52,14
02/08/1995;52,14
03/08/1995;52,14
04/08/1995;50,87
07/08/1995;50,87
08/08/1995;50,87
09/08/1995;50,75
10/08/1995;50,75
11/08/1995;50,75
14/08/1995;50,49
15/08/1995;50,24
16/08/1995;50,24
17/08/1995;50,24
18/08/1995;50,12
21/08/1995;50,12
22/08/1995;50,12
23/08/1995;50,12
24/08/1995;50,12
25/08/1995;50,12
28/08/1995;49,99
29/08/1995;49,99
30/08/1995;49,99
31/08/1995;50,24
01/09/1995;50,24
04/09/1995;50,24
05/09/1995;50,12
06/09/1995;50,12
08/09/1995;50,12
11/09/1995;50,12
12/09/1995;50,12
13/09/1995;50,12
14/09/1995;49,99
15/09/1995;49,99
18/09/1995;49,99
19/09/1995;49,99
20/09/1995;49,99
21/09/1995;49,99
22/09/1995;49,99
25/09/1995;49,99
26/09/1995;49,99
27/09/1995;49,99
28/09/1995;48,99
29/09/1995;43,71
02/10/1995;43,71
03/10/1995;43,83
04/10/1995;43,83
05/10/1995;43,59
06/10/1995;43,11
09/10/1995;42,87
10/10/1995;43,11
11/10/1995;43,11
13/10/1995;43,11
16/10/1995;43,11
17/10/1995;43,47
18/10/1995;44,19
19/10/1995;44,19
20/10/1995;44,31
23/10/1995;44,31
24/10/1995;43,95
25/10/1995;43,83
26/10/1995;43,71
27/10/1995;43,23
30/10/1995;42,99
31/10/1995;42,39
01/11/1995;41,32
03/11/1995;41,44
06/11/1995;41,91
07/11/1995;42,27
08/11/1995;43,11
09/11/1995;42,99
10/11/1995;43,47
13/11/1995;43,71
14/11/1995;43,71
16/11/1995;43,71
17/11/1995;43,71
20/11/1995;43,47
21/11/1995;41,67
22/11/1995;41,79
23/11/1995;41,56
24/11/1995;41,56
27/11/1995;41,67
28/11/1995;41,67
29/11/1995;41,56
30/11/1995;39,43
01/12/1995;39,67
04/12/1995;39,79
05/12/1995;39,67
06/12/1995;39,79
07/12/1995;39,90
08/12/1995;39,90
11/12/1995;40,25
12/12/1995;40,37
13/12/1995;40,37
14/12/1995;41,91
15/12/1995;42,03
18/12/1995;41,91
19/12/1995;41,91
20/12/1995;41,91
21/12/1995;41,79
22/12/1995;41,67
26/12/1995;40,61
27/12/1995;39,90
28/12/1995;36,77
29/12/1995;36,77
02/01/1996;34,49
03/01/1996;34,38
04/01/1996;32,70
05/01/1996;32,70
08/01/1996;32,70
09/01/1996;32,81
10/01/1996;33,03
11/01/1996;33,03
12/01/1996;33,03
15/01/1996;33,03
16/01/1996;33,26
17/01/1996;33,15
18/01/1996;33,03
19/01/1996;34,72
22/01/1996;34,27
23/01/1996;33,93
24/01/1996;34,49
25/01/1996;33,71
26/01/1996;33,48
29/01/1996;33,15
30/01/1996;33,93
31/01/1996;35,85
01/02/1996;35,06
02/02/1996;35,17
05/02/1996;35,17
06/02/1996;35,17
07/02/1996;35,17
08/02/1996;35,17
09/02/1996;35,17
12/02/1996;35,29
13/02/1996;35,51
14/02/1996;36,31
15/02/1996;36,43
16/02/1996;36,65
21/02/1996;36,77
22/02/1996;36,77
23/02/1996;36,65
26/02/1996;35,40
27/02/1996;34,95
28/02/1996;34,72
29/02/1996;29,73
01/03/1996;30,49
04/03/1996;30,27
05/03/1996;29,84
06/03/1996;29,95
07/03/1996;29,84
08/03/1996;29,73
11/03/1996;30,05
12/03/1996;29,95
13/03/1996;29,73
14/03/1996;29,73
15/03/1996;29,73
18/03/1996;29,73
19/03/1996;29,73
20/03/1996;29,73
21/03/1996;29,73
22/03/1996;29,73
25/03/1996;29,62
26/03/1996;29,62
27/03/1996;29,62
28/03/1996;29,62
29/03/1996;29,62
01/04/1996;28,54
02/04/1996;28,54
03/04/1996;28,54
08/04/1996;28,64
09/04/1996;28,64
10/04/1996;30,05
11/04/1996;30,05
12/04/1996;30,16
15/04/1996;30,38
16/04/1996;30,49
17/04/1996;30,49
18/04/1996;30,49
19/04/1996;30,16
22/04/1996;29,95
23/04/1996;28,75
24/04/1996;28,64
25/04/1996;28,43
26/04/1996;26,50
29/04/1996;25,55
30/04/1996;24,82
02/05/1996;25,13
03/05/1996;24,82
06/05/1996;24,82
07/05/1996;24,82
08/05/1996;24,82
09/05/1996;24,82
10/05/1996;24,82
13/05/1996;24,82
14/05/1996;24,92
15/05/1996;24,92
16/05/1996;24,92
17/05/1996;24,92
20/05/1996;24,92
21/05/1996;24,92
22/05/1996;24,92
23/05/1996;24,92
24/05/1996;25,02
27/05/1996;26,40
28/05/1996;27,03
29/05/1996;27,68
30/05/1996;28,43
31/05/1996;28,97
03/06/1996;29,18
04/06/1996;29,40
05/06/1996;29,40
07/06/1996;30,60
10/06/1996;31,04
11/06/1996;31,04
12/06/1996;31,04
13/06/1996;31,04
14/06/1996;31,04
17/06/1996;31,04
18/06/1996;30,49
19/06/1996;30,82
20/06/1996;29,84
21/06/1996;28,97
24/06/1996;28,21
25/06/1996;26,08
26/06/1996;25,45
27/06/1996;24,19
28/06/1996;23,25
01/07/1996;23,25
02/07/1996;23,25
03/07/1996;23,15
04/07/1996;23,05
05/07/1996;23,15
08/07/1996;23,05
09/07/1996;23,05
10/07/1996;22,94
11/07/1996;23,15
12/07/1996;23,15
15/07/1996;23,05
16/07/1996;23,05
17/07/1996;23,05
18/07/1996;22,94
19/07/1996;22,94
22/07/1996;22,94
23/07/1996;22,94
24/07/1996;22,94
25/07/1996;22,94
26/07/1996;22,94
29/07/1996;22,94
30/07/1996;22,94
31/07/1996;23,98
01/08/1996;24,19
02/08/1996;24,61
05/08/1996;25,45
06/08/1996;25,13
07/08/1996;25,23
08/08/1996;25,23
09/08/1996;25,23
12/08/1996;25,23
13/08/1996;25,23
14/08/1996;25,23
15/08/1996;25,23
16/08/1996;25,23
19/08/1996;25,23
20/08/1996;25,02
21/08/1996;24,61
22/08/1996;24,29
23/08/1996;24,19
26/08/1996;24,08
27/08/1996;24,19
28/08/1996;24,08
29/08/1996;24,08
30/08/1996;24,61
02/09/1996;24,61
03/09/1996;25,02
04/09/1996;24,92
05/09/1996;24,92
06/09/1996;25,02
09/09/1996;25,02
10/09/1996;25,13
11/09/1996;25,34
12/09/1996;26,18
13/09/1996;26,18
16/09/1996;25,87
17/09/1996;25,55
18/09/1996;25,76
19/09/1996;25,87
20/09/1996;25,45
23/09/1996;24,92
24/09/1996;24,71
25/09/1996;24,50
26/09/1996;24,50
27/09/1996;24,40
30/09/1996;23,46
01/10/1996;23,05
02/10/1996;23,05
04/10/1996;23,15
07/10/1996;23,05
08/10/1996;23,15
09/10/1996;22,84
10/10/1996;23,05
11/10/1996;23,46
14/10/1996;23,46
15/10/1996;24,08
16/10/1996;23,67
17/10/1996;23,98
18/10/1996;23,56
21/10/1996;23,25
22/10/1996;23,56
23/10/1996;23,15
24/10/1996;23,36
25/10/1996;23,46
28/10/1996;23,46
29/10/1996;23,67
30/10/1996;23,77
31/10/1996;24,92
01/11/1996;25,13
04/11/1996;25,23
05/11/1996;25,76
06/11/1996;25,34
07/11/1996;25,66
08/11/1996;25,45
11/11/1996;25,55
12/11/1996;25,45
13/11/1996;25,13
14/11/1996;25,23
18/11/1996;25,13
19/11/1996;25,13
20/11/1996;25,13
21/11/1996;25,02
22/11/1996;25,02
25/11/1996;25,02
26/11/1996;25,02
27/11/1996;24,71
28/11/1996;24,82
29/11/1996;23,46
02/12/1996;23,56
03/12/1996;23,25
04/12/1996;23,25
05/12/1996;23,67
06/12/1996;23,36
09/12/1996;23,46
10/12/1996;23,56
11/12/1996;23,56
12/12/1996;23,67
13/12/1996;23,77
16/12/1996;23,77
17/12/1996;23,88
18/12/1996;24,50
19/12/1996;23,98
20/12/1996;24,08
23/12/1996;24,19
24/12/1996;24,19
26/12/1996;24,08
27/12/1996;23,98
30/12/1996;23,36
31/12/1996;23,36
02/01/1997;21,51
03/01/1997;21,41
06/01/1997;21,41
07/01/1997;21,41
08/01/1997;21,41
09/01/1997;21,41
10/01/1997;21,61
13/01/1997;21,61
14/01/1997;21,61
15/01/1997;21,61
16/01/1997;21,61
17/01/1997;21,71
20/01/1997;21,71
21/01/1997;21,61
22/01/1997;21,61
23/01/1997;21,71
24/01/1997;21,81
27/01/1997;21,71
28/01/1997;22,12
29/01/1997;21,71
30/01/1997;22,63
31/01/1997;25,97
03/02/1997;25,97
04/02/1997;26,18
05/02/1997;26,08
06/02/1997;26,18
07/02/1997;26,18
12/02/1997;26,18
13/02/1997;26,40
14/02/1997;26,40
17/02/1997;26,18
18/02/1997;26,18
19/02/1997;26,08
20/02/1997;25,97
21/02/1997;25,97
24/02/1997;25,87
25/02/1997;25,76
26/02/1997;25,66
27/02/1997;25,55
28/02/1997;23,98
03/03/1997;24,08
04/03/1997;23,88
05/03/1997;23,88
06/03/1997;23,98
07/03/1997;24,08
10/03/1997;23,98
11/03/1997;24,08
12/03/1997;23,98
13/03/1997;24,08
14/03/1997;24,08
17/03/1997;24,08
18/03/1997;24,08
19/03/1997;23,98
20/03/1997;23,98
21/03/1997;23,98
24/03/1997;23,98
25/03/1997;23,98
26/03/1997;23,98
31/03/1997;21,00
01/04/1997;21,00
02/04/1997;21,00
03/04/1997;21,00
04/04/1997;21,20
07/04/1997;21,51
08/04/1997;22,43
09/04/1997;21,92
10/04/1997;22,84
11/04/1997;23,05
14/04/1997;22,94
15/04/1997;22,12
16/04/1997;22,53
17/04/1997;23,05
18/04/1997;21,92
22/04/1997;21,41
23/04/1997;21,10
24/04/1997;21,00
25/04/1997;21,10
28/04/1997;21,20
29/04/1997;21,20
30/04/1997;22,12
02/05/1997;21,92
05/05/1997;21,81
06/05/1997;21,92
07/05/1997;21,92
08/05/1997;21,92
09/05/1997;22,12
12/05/1997;22,02
13/05/1997;22,02
14/05/1997;22,02
15/05/1997;22,02
16/05/1997;22,02
19/05/1997;22,02
20/05/1997;22,02
21/05/1997;22,02
22/05/1997;22,02
23/05/1997;21,92
26/05/1997;21,81
27/05/1997;21,30
28/05/1997;20,80
30/05/1997;20,69
02/06/1997;20,69
03/06/1997;20,80
04/06/1997;20,80
05/06/1997;20,90
06/06/1997;21,20
09/06/1997;21,10
10/06/1997;21,10
11/06/1997;21,10
12/06/1997;21,20
13/06/1997;21,10
16/06/1997;21,20
17/06/1997;21,20
18/06/1997;21,10
19/06/1997;21,10
20/06/1997;21,00
23/06/1997;21,00
24/06/1997;21,00
25/06/1997;20,69
26/06/1997;20,59
27/06/1997;20,49
30/06/1997;18,88
01/07/1997;18,88
02/07/1997;18,88
03/07/1997;18,88
04/07/1997;18,98
07/07/1997;19,08
08/07/1997;19,18
09/07/1997;19,08
10/07/1997;19,08
11/07/1997;19,18
14/07/1997;19,18
15/07/1997;19,08
16/07/1997;19,08
17/07/1997;19,08
18/07/1997;18,98
21/07/1997;18,98
22/07/1997;18,88
23/07/1997;18,88
24/07/1997;18,88
25/07/1997;18,88
28/07/1997;18,88
29/07/1997;18,88
30/07/1997;18,88
31/07/1997;20,80
01/08/1997;20,69
04/08/1997;20,59
05/08/1997;20,59
06/08/1997;20,49
07/08/1997;20,59
08/08/1997;20,69
11/08/1997;20,80
12/08/1997;21,00
13/08/1997;21,00
14/08/1997;20,90
15/08/1997;20,90
18/08/1997;20,80
19/08/1997;20,80
20/08/1997;20,80
21/08/1997;20,80
22/08/1997;20,80
25/08/1997;20,69
26/08/1997;20,69
27/08/1997;20,69
28/08/1997;20,69
29/08/1997;19,89
01/09/1997;19,89
02/09/1997;19,79
03/09/1997;19,79
04/09/1997;19,79
05/09/1997;19,79
08/09/1997;19,79
09/09/1997;19,79
10/09/1997;19,79
11/09/1997;19,79
12/09/1997;19,89
15/09/1997;19,89
16/09/1997;19,79
17/09/1997;19,79
18/09/1997;19,79
19/09/1997;19,79
22/09/1997;19,79
23/09/1997;19,79
24/09/1997;19,58
25/09/1997;19,48
26/09/1997;19,38
29/09/1997;18,98
30/09/1997;18,98
01/10/1997;18,88
02/10/1997;18,78
03/10/1997;18,78
06/10/1997;18,78
07/10/1997;18,78
08/10/1997;18,78
09/10/1997;18,78
10/10/1997;18,78
13/10/1997;18,78
14/10/1997;18,88
15/10/1997;18,98
16/10/1997;18,98
17/10/1997;18,98
20/10/1997;18,88
21/10/1997;18,88
22/10/1997;18,88
23/10/1997;18,88
24/10/1997;18,78
27/10/1997;18,88
28/10/1997;19,08
29/10/1997;19,28
30/10/1997;19,99
31/10/1997;47,37
03/11/1997;44,68
04/11/1997;44,68
05/11/1997;44,55
06/11/1997;45,04
07/11/1997;45,28
10/11/1997;45,28
11/11/1997;45,28
12/11/1997;45,28
13/11/1997;45,28
14/11/1997;45,28
17/11/1997;45,28
18/11/1997;45,28
19/11/1997;45,28
20/11/1997;45,28
21/11/1997;45,28
24/11/1997;45,28
25/11/1997;45,28
26/11/1997;45,28
27/11/1997;45,65
28/11/1997;38,73
01/12/1997;38,15
02/12/1997;38,15
03/12/1997;38,27
04/12/1997;38,62
05/12/1997;38,50
08/12/1997;38,39
09/12/1997;38,39
10/12/1997;38,39
11/12/1997;38,39
12/12/1997;38,39
15/12/1997;38,39
16/12/1997;38,39
17/12/1997;38,73
18/12/1997;39,90
19/12/1997;39,90
22/12/1997;40,49
23/12/1997;40,02
24/12/1997;40,02
26/12/1997;39,90
29/12/1997;40,02
30/12/1997;39,08
31/12/1997;39,08
02/01/1998;38,11
05/01/1998;38,06
06/01/1998;38,07
07/01/1998;38,09
08/01/1998;38,10
09/01/1998;38,09
12/01/1998;38,10
13/01/1998;38,08
14/01/1998;37,55
15/01/1998;37,56
16/01/1998;37,61
19/01/1998;37,41
20/01/1998;37,34
21/01/1998;37,29
22/01/1998;37,07
23/01/1998;36,64
26/01/1998;36,35
27/01/1998;36,31
28/01/1998;35,74
29/01/1998;34,02
30/01/1998;34,25
02/02/1998;34,15
03/02/1998;34,23
04/02/1998;34,20
05/02/1998;34,21
06/02/1998;34,22
09/02/1998;34,18
10/02/1998;34,10
11/02/1998;34,07
12/02/1998;34,09
13/02/1998;34,06
16/02/1998;33,94
17/02/1998;33,96
18/02/1998;33,91
19/02/1998;33,75
20/02/1998;33,39
25/02/1998;33,30
26/02/1998;33,25
27/02/1998;33,28
02/03/1998;33,25
03/03/1998;32,81
04/03/1998;28,85
05/03/1998;27,60
06/03/1998;27,63
09/03/1998;27,63
10/03/1998;27,64
11/03/1998;27,61
12/03/1998;27,54
13/03/1998;27,63
16/03/1998;27,54
17/03/1998;27,50
18/03/1998;27,41
19/03/1998;27,45
20/03/1998;27,41
23/03/1998;27,40
24/03/1998;27,35
25/03/1998;27,35
26/03/1998;27,37
27/03/1998;27,34
30/03/1998;27,25
31/03/1998;27,22
01/04/1998;27,27
02/04/1998;27,24
03/04/1998;27,32
06/04/1998;27,66
07/04/1998;27,95
08/04/1998;27,85
13/04/1998;27,81
14/04/1998;27,34
15/04/1998;22,71
16/04/1998;23,35
17/04/1998;23,27
20/04/1998;23,23
22/04/1998;23,20
23/04/1998;23,19
24/04/1998;23,17
27/04/1998;23,15
28/04/1998;23,17
29/04/1998;23,09
30/04/1998;22,83
04/05/1998;23,03
05/05/1998;23,38
06/05/1998;23,19
07/05/1998;23,16
08/05/1998;23,27
11/05/1998;23,23
12/05/1998;23,27
13/05/1998;23,17
14/05/1998;23,24
15/05/1998;23,11
18/05/1998;23,00
19/05/1998;23,02
20/05/1998;22,13
21/05/1998;21,59
22/05/1998;21,58
25/05/1998;21,59
26/05/1998;21,57
27/05/1998;21,62
28/05/1998;21,61
29/05/1998;21,50
01/06/1998;21,13
02/06/1998;21,10
03/06/1998;21,13
04/06/1998;21,07
05/06/1998;21,07
08/06/1998;21,08
09/06/1998;21,04
10/06/1998;21,05
12/06/1998;21,06
15/06/1998;21,07
16/06/1998;21,07
17/06/1998;21,14
18/06/1998;21,09
19/06/1998;21,11
22/06/1998;21,06
23/06/1998;20,97
24/06/1998;20,45
25/06/1998;20,56
26/06/1998;20,56
29/06/1998;20,49
30/06/1998;20,43
01/07/1998;20,43
02/07/1998;20,40
03/07/1998;20,35
06/07/1998;20,33
07/07/1998;20,30
08/07/1998;20,42
09/07/1998;20,47
10/07/1998;20,37
13/07/1998;20,37
14/07/1998;20,36
15/07/1998;20,37
16/07/1998;20,37
17/07/1998;20,39
20/07/1998;20,37
21/07/1998;20,37
22/07/1998;20,25
23/07/1998;20,17
24/07/1998;20,07
27/07/1998;20,03
28/07/1998;19,88
29/07/1998;19,65
30/07/1998;19,51
31/07/1998;19,54
03/08/1998;19,48
04/08/1998;19,45
05/08/1998;19,40
06/08/1998;19,34
07/08/1998;19,31
10/08/1998;19,28
11/08/1998;19,22
12/08/1998;19,17
13/08/1998;19,16
14/08/1998;19,14
17/08/1998;19,16
18/08/1998;19,16
19/08/1998;19,11
20/08/1998;19,09
21/08/1998;19,07
24/08/1998;19,08
25/08/1998;19,04
26/08/1998;19,04
27/08/1998;19,02
28/08/1998;18,96
31/08/1998;18,99
01/09/1998;19,03
02/09/1998;19,05
03/09/1998;19,10
04/09/1998;19,27
08/09/1998;29,81
09/09/1998;30,50
10/09/1998;31,01
11/09/1998;42,07
14/09/1998;40,74
15/09/1998;39,65
16/09/1998;39,10
17/09/1998;39,27
18/09/1998;39,33
21/09/1998;39,88
22/09/1998;39,88
23/09/1998;39,87
24/09/1998;39,36
25/09/1998;39,98
28/09/1998;40,07
29/09/1998;40,13
30/09/1998;40,25
01/10/1998;40,43
02/10/1998;40,50
05/10/1998;40,66
06/10/1998;40,73
07/10/1998;40,70
08/10/1998;40,88
09/10/1998;41,00
13/10/1998;41,12
14/10/1998;41,28
15/10/1998;41,38
16/10/1998;41,41
19/10/1998;41,47
20/10/1998;41,55
21/10/1998;41,69
22/10/1998;41,71
23/10/1998;41,78
26/10/1998;41,87
27/10/1998;41,90
28/10/1998;41,94
29/10/1998;42,06
30/10/1998;42,12
03/11/1998;42,21
04/11/1998;41,97
05/11/1998;41,82
06/11/1998;41,83
09/11/1998;41,76
10/11/1998;41,69
11/11/1998;36,66
12/11/1998;38,44
13/11/1998;38,11
16/11/1998;37,79
17/11/1998;37,19
18/11/1998;36,75
19/11/1998;36,15
20/11/1998;35,79
23/11/1998;35,30
24/11/1998;34,89
25/11/1998;34,49
26/11/1998;34,58
27/11/1998;34,38
30/11/1998;34,21
01/12/1998;33,92
02/12/1998;33,63
03/12/1998;33,45
04/12/1998;33,31
07/12/1998;33,10
08/12/1998;32,98
09/12/1998;32,70
10/12/1998;32,51
11/12/1998;32,33
14/12/1998;32,17
15/12/1998;31,97
16/12/1998;28,45
17/12/1998;29,21
18/12/1998;29,03
21/12/1998;28,81
22/12/1998;28,98
23/12/1998;28,87
24/12/1998;28,87
28/12/1998;28,82
29/12/1998;28,81
30/12/1998;29,03
31/12/1998;29,03
04/01/1999;28,89
05/01/1999;28,88
06/01/1999;28,88
07/01/1999;29,03
08/01/1999;29,04
11/01/1999;29,25
12/01/1999;29,13
13/01/1999;29,68
14/01/1999;29,68
15/01/1999;29,80
18/01/1999;29,67
19/01/1999;31,84
20/01/1999;32,33
21/01/1999;32,43
22/01/1999;32,30
25/01/1999;32,28
26/01/1999;32,24
27/01/1999;35,07
28/01/1999;35,24
29/01/1999;37,37
01/02/1999;39,57
02/02/1999;38,34
03/02/1999;38,26
04/02/1999;38,26
05/02/1999;38,29
08/02/1999;38,33
09/02/1999;38,34
10/02/1999;38,37
11/02/1999;38,36
12/02/1999;38,38
17/02/1999;38,37
18/02/1999;38,38
19/02/1999;38,37
22/02/1999;38,37
23/02/1999;38,37
24/02/1999;38,36
25/02/1999;38,35
26/02/1999;38,41
01/03/1999;38,43
02/03/1999;38,40
03/03/1999;38,41
04/03/1999;38,52
05/03/1999;44,27
08/03/1999;44,29
09/03/1999;44,17
10/03/1999;44,18
11/03/1999;44,33
12/03/1999;44,30
15/03/1999;44,27
16/03/1999;44,24
17/03/1999;44,29
18/03/1999;44,34
19/03/1999;44,26
22/03/1999;44,25
23/03/1999;44,23
24/03/1999;44,25
25/03/1999;41,33
26/03/1999;41,31
29/03/1999;41,31
30/03/1999;41,27
31/03/1999;39,26
05/04/1999;38,68
06/04/1999;38,53
07/04/1999;38,50
08/04/1999;38,54
09/04/1999;38,56
12/04/1999;38,62
13/04/1999;38,59
14/04/1999;32,75
15/04/1999;33,36
16/04/1999;33,36
19/04/1999;33,40
20/04/1999;33,27
22/04/1999;33,05
23/04/1999;32,44
26/04/1999;32,41
27/04/1999;32,31
28/04/1999;32,08
29/04/1999;31,44
30/04/1999;31,41
03/05/1999;31,36
04/05/1999;31,40
05/05/1999;31,38
06/05/1999;31,28
07/05/1999;30,20
10/05/1999;29,01
11/05/1999;28,95
12/05/1999;28,93
13/05/1999;26,57
14/05/1999;26,42
17/05/1999;25,98
18/05/1999;25,61
19/05/1999;22,79
20/05/1999;22,90
21/05/1999;22,88
24/05/1999;22,85
25/05/1999;22,88
26/05/1999;22,86
27/05/1999;22,58
28/05/1999;22,45
31/05/1999;22,38
01/06/1999;22,39
02/06/1999;22,50
04/06/1999;22,54
07/06/1999;22,53
08/06/1999;22,58
09/06/1999;21,60
10/06/1999;21,63
11/06/1999;21,64
14/06/1999;21,64
15/06/1999;21,69
16/06/1999;21,62
17/06/1999;21,53
18/06/1999;21,49
21/06/1999;21,51
22/06/1999;21,48
23/06/1999;19,86
24/06/1999;20,60
25/06/1999;20,64
28/06/1999;20,59
29/06/1999;20,58
30/06/1999;20,51
01/07/1999;20,42
02/07/1999;20,42
05/07/1999;20,34
06/07/1999;20,35
07/07/1999;20,31
08/07/1999;20,20
09/07/1999;20,18
12/07/1999;20,25
13/07/1999;20,37
14/07/1999;20,37
15/07/1999;20,37
16/07/1999;20,37
19/07/1999;20,39
20/07/1999;20,43
21/07/1999;20,39
22/07/1999;20,45
23/07/1999;20,38
26/07/1999;20,41
27/07/1999;20,41
28/07/1999;20,07
29/07/1999;19,26
30/07/1999;19,28
02/08/1999;19,27
03/08/1999;19,25
04/08/1999;19,24
05/08/1999;19,24
06/08/1999;19,22
09/08/1999;19,21
10/08/1999;19,23
11/08/1999;19,24
12/08/1999;19,23
13/08/1999;19,24
16/08/1999;19,23
17/08/1999;19,21
18/08/1999;19,21
19/08/1999;19,22
20/08/1999;19,19
23/08/1999;19,18
24/08/1999;19,18
25/08/1999;19,16
26/08/1999;19,23
27/08/1999;19,18
30/08/1999;19,21
31/08/1999;19,21
01/09/1999;18,97
02/09/1999;19,23
03/09/1999;19,21
06/09/1999;19,15
08/09/1999;19,19
09/09/1999;19,19
10/09/1999;19,36
13/09/1999;19,38
14/09/1999;19,26
15/09/1999;19,16
16/09/1999;19,19
17/09/1999;19,21
20/09/1999;19,23
21/09/1999;19,27
22/09/1999;18,92
23/09/1999;18,90
24/09/1999;18,90
27/09/1999;18,90
28/09/1999;18,89
29/09/1999;18,88
30/09/1999;18,86
01/10/1999;18,90
04/10/1999;18,87
05/10/1999;18,86
06/10/1999;18,71
07/10/1999;18,83
08/10/1999;18,82
11/10/1999;18,77
13/10/1999;18,78
14/10/1999;18,78
15/10/1999;18,77
18/10/1999;18,77
19/10/1999;18,78
20/10/1999;18,77
21/10/1999;18,75
22/10/1999;18,73
25/10/1999;18,69
26/10/1999;18,70
27/10/1999;18,69
28/10/1999;18,69
29/10/1999;18,70
01/11/1999;18,71
03/11/1999;18,70
04/11/1999;18,70
05/11/1999;18,69
08/11/1999;18,69
09/11/1999;18,68
10/11/1999;18,46
11/11/1999;18,74
12/11/1999;18,76
16/11/1999;18,77
17/11/1999;18,77
18/11/1999;18,79
19/11/1999;18,80
22/11/1999;18,79
23/11/1999;18,78
24/11/1999;18,78
25/11/1999;18,78
26/11/1999;18,80
29/11/1999;18,78
30/11/1999;18,81
01/12/1999;18,81
02/12/1999;18,80
03/12/1999;18,81
06/12/1999;18,82
07/12/1999;18,78
08/12/1999;18,75
09/12/1999;18,75
10/12/1999;18,74
13/12/1999;18,74
14/12/1999;18,74
15/12/1999;18,74
16/12/1999;18,76
17/12/1999;18,75
20/12/1999;18,77
21/12/1999;18,78
22/12/1999;18,77
23/12/1999;18,78
24/12/1999;18,78
27/12/1999;18,74
28/12/1999;18,74
29/12/1999;18,73
30/12/1999;18,83
31/12/1999;18,83
03/01/2000;18,78
04/01/2000;18,75
05/01/2000;18,74
06/01/2000;18,75
07/01/2000;18,75
10/01/2000;18,75
11/01/2000;18,77
12/01/2000;18,74
13/01/2000;18,74
14/01/2000;18,76
17/01/2000;18,74
18/01/2000;18,73
19/01/2000;18,68
20/01/2000;18,67
21/01/2000;18,76
24/01/2000;18,76
25/01/2000;18,77
26/01/2000;18,72
